date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,last day in month flag,same day year ago,,table insert statement
20110801,01/08/11,1,1,1309,Monday,Mon,y,32,191,01/08/11,20110801,8,44,August,Aug,3,2011,201108,2,1,2012,n,01/08/10,,"insert into Date_Dimension values(20110801, '2011-8-1',1, 1, 1309, 'Monday', 'Mon', 'y', 32, 191, '2011-8-1', 20110801, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-1')"
20110802,02/08/11,2,2,1310,Tuesday,Tue,y,32,191,01/08/11,20110801,8,44,August,Aug,3,2011,201108,2,1,2012,n,02/08/10,,"insert into Date_Dimension values(20110802, '2011-8-2',2, 2, 1310, 'Tuesday', 'Tue', 'y', 32, 191, '2011-8-1', 20110801, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-2')"
20110803,03/08/11,3,3,1311,Wednesday,Wed,y,32,191,01/08/11,20110801,8,44,August,Aug,3,2011,201108,2,1,2012,n,03/08/10,,"insert into Date_Dimension values(20110803, '2011-8-3',3, 3, 1311, 'Wednesday', 'Wed', 'y', 32, 191, '2011-8-1', 20110801, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-3')"
20110804,04/08/11,4,4,1312,Thursday,Thu,y,32,191,01/08/11,20110801,8,44,August,Aug,3,2011,201108,2,1,2012,n,04/08/10,,"insert into Date_Dimension values(20110804, '2011-8-4',4, 4, 1312, 'Thursday', 'Thu', 'y', 32, 191, '2011-8-1', 20110801, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-4')"
20110805,05/08/11,5,5,1313,Friday,Fri,y,32,191,01/08/11,20110801,8,44,August,Aug,3,2011,201108,2,1,2012,n,05/08/10,,"insert into Date_Dimension values(20110805, '2011-8-5',5, 5, 1313, 'Friday', 'Fri', 'y', 32, 191, '2011-8-1', 20110801, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-5')"
20110806,06/08/11,6,6,1314,Saturday,Sat,n,32,191,01/08/11,20110801,8,44,August,Aug,3,2011,201108,2,1,2012,n,06/08/10,,"insert into Date_Dimension values(20110806, '2011-8-6',6, 6, 1314, 'Saturday', 'Sat', 'n', 32, 191, '2011-8-1', 20110801, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-6')"
20110807,07/08/11,7,7,1315,Sunday,Sun,n,32,191,01/08/11,20110801,8,44,August,Aug,3,2011,201108,2,1,2012,n,07/08/10,,"insert into Date_Dimension values(20110807, '2011-8-7',7, 7, 1315, 'Sunday', 'Sun', 'n', 32, 191, '2011-8-1', 20110801, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-7')"
20110808,08/08/11,1,8,1316,Monday,Mon,y,33,192,08/08/11,20110808,8,44,August,Aug,3,2011,201108,2,1,2012,n,08/08/10,,"insert into Date_Dimension values(20110808, '2011-8-8',1, 8, 1316, 'Monday', 'Mon', 'y', 33, 192, '2011-8-8', 20110808, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-8')"
20110809,09/08/11,2,9,1317,Tuesday,Tue,y,33,192,08/08/11,20110808,8,44,August,Aug,3,2011,201108,2,1,2012,n,09/08/10,,"insert into Date_Dimension values(20110809, '2011-8-9',2, 9, 1317, 'Tuesday', 'Tue', 'y', 33, 192, '2011-8-8', 20110808, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-9')"
20110810,10/08/11,3,10,1318,Wednesday,Wed,y,33,192,08/08/11,20110808,8,44,August,Aug,3,2011,201108,2,1,2012,n,10/08/10,,"insert into Date_Dimension values(20110810, '2011-8-10',3, 10, 1318, 'Wednesday', 'Wed', 'y', 33, 192, '2011-8-8', 20110808, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-10')"
20110811,11/08/11,4,11,1319,Thursday,Thu,y,33,192,08/08/11,20110808,8,44,August,Aug,3,2011,201108,2,1,2012,n,11/08/10,,"insert into Date_Dimension values(20110811, '2011-8-11',4, 11, 1319, 'Thursday', 'Thu', 'y', 33, 192, '2011-8-8', 20110808, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-11')"
20110812,12/08/11,5,12,1320,Friday,Fri,y,33,192,08/08/11,20110808,8,44,August,Aug,3,2011,201108,2,1,2012,n,12/08/10,,"insert into Date_Dimension values(20110812, '2011-8-12',5, 12, 1320, 'Friday', 'Fri', 'y', 33, 192, '2011-8-8', 20110808, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-12')"
20110813,13/08/11,6,13,1321,Saturday,Sat,n,33,192,08/08/11,20110808,8,44,August,Aug,3,2011,201108,2,1,2012,n,13/08/10,,"insert into Date_Dimension values(20110813, '2011-8-13',6, 13, 1321, 'Saturday', 'Sat', 'n', 33, 192, '2011-8-8', 20110808, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-13')"
20110814,14/08/11,7,14,1322,Sunday,Sun,n,33,192,08/08/11,20110808,8,44,August,Aug,3,2011,201108,2,1,2012,n,14/08/10,,"insert into Date_Dimension values(20110814, '2011-8-14',7, 14, 1322, 'Sunday', 'Sun', 'n', 33, 192, '2011-8-8', 20110808, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-14')"
20110815,15/08/11,1,15,1323,Monday,Mon,y,34,193,15/08/11,20110815,8,44,August,Aug,3,2011,201108,2,1,2012,n,15/08/10,,"insert into Date_Dimension values(20110815, '2011-8-15',1, 15, 1323, 'Monday', 'Mon', 'y', 34, 193, '2011-8-15', 20110815, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-15')"
20110816,16/08/11,2,16,1324,Tuesday,Tue,y,34,193,15/08/11,20110815,8,44,August,Aug,3,2011,201108,2,1,2012,n,16/08/10,,"insert into Date_Dimension values(20110816, '2011-8-16',2, 16, 1324, 'Tuesday', 'Tue', 'y', 34, 193, '2011-8-15', 20110815, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-16')"
20110817,17/08/11,3,17,1325,Wednesday,Wed,y,34,193,15/08/11,20110815,8,44,August,Aug,3,2011,201108,2,1,2012,n,17/08/10,,"insert into Date_Dimension values(20110817, '2011-8-17',3, 17, 1325, 'Wednesday', 'Wed', 'y', 34, 193, '2011-8-15', 20110815, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-17')"
20110818,18/08/11,4,18,1326,Thursday,Thu,y,34,193,15/08/11,20110815,8,44,August,Aug,3,2011,201108,2,1,2012,n,18/08/10,,"insert into Date_Dimension values(20110818, '2011-8-18',4, 18, 1326, 'Thursday', 'Thu', 'y', 34, 193, '2011-8-15', 20110815, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-18')"
20110819,19/08/11,5,19,1327,Friday,Fri,y,34,193,15/08/11,20110815,8,44,August,Aug,3,2011,201108,2,1,2012,n,19/08/10,,"insert into Date_Dimension values(20110819, '2011-8-19',5, 19, 1327, 'Friday', 'Fri', 'y', 34, 193, '2011-8-15', 20110815, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-19')"
20110820,20/08/11,6,20,1328,Saturday,Sat,n,34,193,15/08/11,20110815,8,44,August,Aug,3,2011,201108,2,1,2012,n,20/08/10,,"insert into Date_Dimension values(20110820, '2011-8-20',6, 20, 1328, 'Saturday', 'Sat', 'n', 34, 193, '2011-8-15', 20110815, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-20')"
20110821,21/08/11,7,21,1329,Sunday,Sun,n,34,193,15/08/11,20110815,8,44,August,Aug,3,2011,201108,2,1,2012,n,21/08/10,,"insert into Date_Dimension values(20110821, '2011-8-21',7, 21, 1329, 'Sunday', 'Sun', 'n', 34, 193, '2011-8-15', 20110815, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-21')"
20110822,22/08/11,1,22,1330,Monday,Mon,y,35,194,22/08/11,20110822,8,44,August,Aug,3,2011,201108,2,1,2012,n,22/08/10,,"insert into Date_Dimension values(20110822, '2011-8-22',1, 22, 1330, 'Monday', 'Mon', 'y', 35, 194, '2011-8-22', 20110822, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-22')"
20110823,23/08/11,2,23,1331,Tuesday,Tue,y,35,194,22/08/11,20110822,8,44,August,Aug,3,2011,201108,2,1,2012,n,23/08/10,,"insert into Date_Dimension values(20110823, '2011-8-23',2, 23, 1331, 'Tuesday', 'Tue', 'y', 35, 194, '2011-8-22', 20110822, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-23')"
20110824,24/08/11,3,24,1332,Wednesday,Wed,y,35,194,22/08/11,20110822,8,44,August,Aug,3,2011,201108,2,1,2012,n,24/08/10,,"insert into Date_Dimension values(20110824, '2011-8-24',3, 24, 1332, 'Wednesday', 'Wed', 'y', 35, 194, '2011-8-22', 20110822, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-24')"
20110825,25/08/11,4,25,1333,Thursday,Thu,y,35,194,22/08/11,20110822,8,44,August,Aug,3,2011,201108,2,1,2012,n,25/08/10,,"insert into Date_Dimension values(20110825, '2011-8-25',4, 25, 1333, 'Thursday', 'Thu', 'y', 35, 194, '2011-8-22', 20110822, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-25')"
20110826,26/08/11,5,26,1334,Friday,Fri,y,35,194,22/08/11,20110822,8,44,August,Aug,3,2011,201108,2,1,2012,n,26/08/10,,"insert into Date_Dimension values(20110826, '2011-8-26',5, 26, 1334, 'Friday', 'Fri', 'y', 35, 194, '2011-8-22', 20110822, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-26')"
20110827,27/08/11,6,27,1335,Saturday,Sat,n,35,194,22/08/11,20110822,8,44,August,Aug,3,2011,201108,2,1,2012,n,27/08/10,,"insert into Date_Dimension values(20110827, '2011-8-27',6, 27, 1335, 'Saturday', 'Sat', 'n', 35, 194, '2011-8-22', 20110822, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-27')"
20110828,28/08/11,7,28,1336,Sunday,Sun,n,35,194,22/08/11,20110822,8,44,August,Aug,3,2011,201108,2,1,2012,n,28/08/10,,"insert into Date_Dimension values(20110828, '2011-8-28',7, 28, 1336, 'Sunday', 'Sun', 'n', 35, 194, '2011-8-22', 20110822, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-28')"
20110829,29/08/11,1,29,1337,Monday,Mon,y,36,195,29/08/11,20110829,8,44,August,Aug,3,2011,201108,2,1,2012,n,29/08/10,,"insert into Date_Dimension values(20110829, '2011-8-29',1, 29, 1337, 'Monday', 'Mon', 'y', 36, 195, '2011-8-29', 20110829, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-29')"
20110830,30/08/11,2,30,1338,Tuesday,Tue,y,36,195,29/08/11,20110829,8,44,August,Aug,3,2011,201108,2,1,2012,n,30/08/10,,"insert into Date_Dimension values(20110830, '2011-8-30',2, 30, 1338, 'Tuesday', 'Tue', 'y', 36, 195, '2011-8-29', 20110829, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'n', '2010-8-30')"
20110831,31/08/11,3,31,1339,Wednesday,Wed,y,36,195,29/08/11,20110829,8,44,August,Aug,3,2011,201108,2,1,2012,y,31/08/10,,"insert into Date_Dimension values(20110831, '2011-8-31',3, 31, 1339, 'Wednesday', 'Wed', 'y', 36, 195, '2011-8-29', 20110829, 8, 44, 'August', 'Aug', 3, 2011, 201108, 2, 1, 2012, 'y', '2010-8-31')"
20110901,01/09/11,4,1,1340,Thursday,Thu,y,36,195,29/08/11,20110829,9,45,September,Sep,3,2011,201109,3,1,2012,n,01/09/10,,"insert into Date_Dimension values(20110901, '2011-9-1',4, 1, 1340, 'Thursday', 'Thu', 'y', 36, 195, '2011-8-29', 20110829, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-1')"
20110902,02/09/11,5,2,1341,Friday,Fri,y,36,195,29/08/11,20110829,9,45,September,Sep,3,2011,201109,3,1,2012,n,02/09/10,,"insert into Date_Dimension values(20110902, '2011-9-2',5, 2, 1341, 'Friday', 'Fri', 'y', 36, 195, '2011-8-29', 20110829, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-2')"
20110903,03/09/11,6,3,1342,Saturday,Sat,n,36,195,29/08/11,20110829,9,45,September,Sep,3,2011,201109,3,1,2012,n,03/09/10,,"insert into Date_Dimension values(20110903, '2011-9-3',6, 3, 1342, 'Saturday', 'Sat', 'n', 36, 195, '2011-8-29', 20110829, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-3')"
20110904,04/09/11,7,4,1343,Sunday,Sun,n,36,195,29/08/11,20110829,9,45,September,Sep,3,2011,201109,3,1,2012,n,04/09/10,,"insert into Date_Dimension values(20110904, '2011-9-4',7, 4, 1343, 'Sunday', 'Sun', 'n', 36, 195, '2011-8-29', 20110829, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-4')"
20110905,05/09/11,1,5,1344,Monday,Mon,y,37,196,05/09/11,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,05/09/10,,"insert into Date_Dimension values(20110905, '2011-9-5',1, 5, 1344, 'Monday', 'Mon', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-5')"
20110906,06/09/11,2,6,1345,Tuesday,Tue,y,37,196,05/09/11,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,06/09/10,,"insert into Date_Dimension values(20110906, '2011-9-6',2, 6, 1345, 'Tuesday', 'Tue', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-6')"
20110907,07/09/11,3,7,1346,Wednesday,Wed,y,37,196,05/09/11,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,07/09/10,,"insert into Date_Dimension values(20110907, '2011-9-7',3, 7, 1346, 'Wednesday', 'Wed', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-7')"
20110908,08/09/11,4,8,1347,Thursday,Thu,y,37,196,05/09/11,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,08/09/10,,"insert into Date_Dimension values(20110908, '2011-9-8',4, 8, 1347, 'Thursday', 'Thu', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-8')"
20110909,09/09/11,5,9,1348,Friday,Fri,y,37,196,05/09/11,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,09/09/10,,"insert into Date_Dimension values(20110909, '2011-9-9',5, 9, 1348, 'Friday', 'Fri', 'y', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-9')"
20110910,10/09/11,6,10,1349,Saturday,Sat,n,37,196,05/09/11,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,10/09/10,,"insert into Date_Dimension values(20110910, '2011-9-10',6, 10, 1349, 'Saturday', 'Sat', 'n', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-10')"
20110911,11/09/11,7,11,1350,Sunday,Sun,n,37,196,05/09/11,20110905,9,45,September,Sep,3,2011,201109,3,1,2012,n,11/09/10,,"insert into Date_Dimension values(20110911, '2011-9-11',7, 11, 1350, 'Sunday', 'Sun', 'n', 37, 196, '2011-9-5', 20110905, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-11')"
20110912,12/09/11,1,12,1351,Monday,Mon,y,38,197,12/09/11,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,12/09/10,,"insert into Date_Dimension values(20110912, '2011-9-12',1, 12, 1351, 'Monday', 'Mon', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-12')"
20110913,13/09/11,2,13,1352,Tuesday,Tue,y,38,197,12/09/11,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,13/09/10,,"insert into Date_Dimension values(20110913, '2011-9-13',2, 13, 1352, 'Tuesday', 'Tue', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-13')"
20110914,14/09/11,3,14,1353,Wednesday,Wed,y,38,197,12/09/11,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,14/09/10,,"insert into Date_Dimension values(20110914, '2011-9-14',3, 14, 1353, 'Wednesday', 'Wed', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-14')"
20110915,15/09/11,4,15,1354,Thursday,Thu,y,38,197,12/09/11,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,15/09/10,,"insert into Date_Dimension values(20110915, '2011-9-15',4, 15, 1354, 'Thursday', 'Thu', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-15')"
20110916,16/09/11,5,16,1355,Friday,Fri,y,38,197,12/09/11,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,16/09/10,,"insert into Date_Dimension values(20110916, '2011-9-16',5, 16, 1355, 'Friday', 'Fri', 'y', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-16')"
20110917,17/09/11,6,17,1356,Saturday,Sat,n,38,197,12/09/11,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,17/09/10,,"insert into Date_Dimension values(20110917, '2011-9-17',6, 17, 1356, 'Saturday', 'Sat', 'n', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-17')"
20110918,18/09/11,7,18,1357,Sunday,Sun,n,38,197,12/09/11,20110912,9,45,September,Sep,3,2011,201109,3,1,2012,n,18/09/10,,"insert into Date_Dimension values(20110918, '2011-9-18',7, 18, 1357, 'Sunday', 'Sun', 'n', 38, 197, '2011-9-12', 20110912, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-18')"
20110919,19/09/11,1,19,1358,Monday,Mon,y,39,198,19/09/11,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,19/09/10,,"insert into Date_Dimension values(20110919, '2011-9-19',1, 19, 1358, 'Monday', 'Mon', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-19')"
20110920,20/09/11,2,20,1359,Tuesday,Tue,y,39,198,19/09/11,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,20/09/10,,"insert into Date_Dimension values(20110920, '2011-9-20',2, 20, 1359, 'Tuesday', 'Tue', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-20')"
20110921,21/09/11,3,21,1360,Wednesday,Wed,y,39,198,19/09/11,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,21/09/10,,"insert into Date_Dimension values(20110921, '2011-9-21',3, 21, 1360, 'Wednesday', 'Wed', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-21')"
20110922,22/09/11,4,22,1361,Thursday,Thu,y,39,198,19/09/11,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,22/09/10,,"insert into Date_Dimension values(20110922, '2011-9-22',4, 22, 1361, 'Thursday', 'Thu', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-22')"
20110923,23/09/11,5,23,1362,Friday,Fri,y,39,198,19/09/11,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,23/09/10,,"insert into Date_Dimension values(20110923, '2011-9-23',5, 23, 1362, 'Friday', 'Fri', 'y', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-23')"
20110924,24/09/11,6,24,1363,Saturday,Sat,n,39,198,19/09/11,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,24/09/10,,"insert into Date_Dimension values(20110924, '2011-9-24',6, 24, 1363, 'Saturday', 'Sat', 'n', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-24')"
20110925,25/09/11,7,25,1364,Sunday,Sun,n,39,198,19/09/11,20110919,9,45,September,Sep,3,2011,201109,3,1,2012,n,25/09/10,,"insert into Date_Dimension values(20110925, '2011-9-25',7, 25, 1364, 'Sunday', 'Sun', 'n', 39, 198, '2011-9-19', 20110919, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-25')"
20110926,26/09/11,1,26,1365,Monday,Mon,y,40,199,26/09/11,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,n,26/09/10,,"insert into Date_Dimension values(20110926, '2011-9-26',1, 26, 1365, 'Monday', 'Mon', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-26')"
20110927,27/09/11,2,27,1366,Tuesday,Tue,y,40,199,26/09/11,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,n,27/09/10,,"insert into Date_Dimension values(20110927, '2011-9-27',2, 27, 1366, 'Tuesday', 'Tue', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-27')"
20110928,28/09/11,3,28,1367,Wednesday,Wed,y,40,199,26/09/11,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,n,28/09/10,,"insert into Date_Dimension values(20110928, '2011-9-28',3, 28, 1367, 'Wednesday', 'Wed', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-28')"
20110929,29/09/11,4,29,1368,Thursday,Thu,y,40,199,26/09/11,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,n,29/09/10,,"insert into Date_Dimension values(20110929, '2011-9-29',4, 29, 1368, 'Thursday', 'Thu', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'n', '2010-9-29')"
20110930,30/09/11,5,30,1369,Friday,Fri,y,40,199,26/09/11,20110926,9,45,September,Sep,3,2011,201109,3,1,2012,y,30/09/10,,"insert into Date_Dimension values(20110930, '2011-9-30',5, 30, 1369, 'Friday', 'Fri', 'y', 40, 199, '2011-9-26', 20110926, 9, 45, 'September', 'Sep', 3, 2011, 201109, 3, 1, 2012, 'y', '2010-9-30')"
20111001,01/10/11,6,1,1370,Saturday,Sat,n,40,199,26/09/11,20110926,10,46,October,Oct,4,2011,201110,4,2,2012,n,01/10/10,,"insert into Date_Dimension values(20111001, '2011-10-1',6, 1, 1370, 'Saturday', 'Sat', 'n', 40, 199, '2011-9-26', 20110926, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-1')"
20111002,02/10/11,7,2,1371,Sunday,Sun,n,40,199,26/09/11,20110926,10,46,October,Oct,4,2011,201110,4,2,2012,n,02/10/10,,"insert into Date_Dimension values(20111002, '2011-10-2',7, 2, 1371, 'Sunday', 'Sun', 'n', 40, 199, '2011-9-26', 20110926, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-2')"
20111003,03/10/11,1,3,1372,Monday,Mon,y,41,200,03/10/11,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,03/10/10,,"insert into Date_Dimension values(20111003, '2011-10-3',1, 3, 1372, 'Monday', 'Mon', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-3')"
20111004,04/10/11,2,4,1373,Tuesday,Tue,y,41,200,03/10/11,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,04/10/10,,"insert into Date_Dimension values(20111004, '2011-10-4',2, 4, 1373, 'Tuesday', 'Tue', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-4')"
20111005,05/10/11,3,5,1374,Wednesday,Wed,y,41,200,03/10/11,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,05/10/10,,"insert into Date_Dimension values(20111005, '2011-10-5',3, 5, 1374, 'Wednesday', 'Wed', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-5')"
20111006,06/10/11,4,6,1375,Thursday,Thu,y,41,200,03/10/11,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,06/10/10,,"insert into Date_Dimension values(20111006, '2011-10-6',4, 6, 1375, 'Thursday', 'Thu', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-6')"
20111007,07/10/11,5,7,1376,Friday,Fri,y,41,200,03/10/11,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,07/10/10,,"insert into Date_Dimension values(20111007, '2011-10-7',5, 7, 1376, 'Friday', 'Fri', 'y', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-7')"
20111008,08/10/11,6,8,1377,Saturday,Sat,n,41,200,03/10/11,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,08/10/10,,"insert into Date_Dimension values(20111008, '2011-10-8',6, 8, 1377, 'Saturday', 'Sat', 'n', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-8')"
20111009,09/10/11,7,9,1378,Sunday,Sun,n,41,200,03/10/11,20111003,10,46,October,Oct,4,2011,201110,4,2,2012,n,09/10/10,,"insert into Date_Dimension values(20111009, '2011-10-9',7, 9, 1378, 'Sunday', 'Sun', 'n', 41, 200, '2011-10-3', 20111003, 10, 46, 'October', 'Oct', 4, 2011, 201110, 4, 2, 2012, 'n', '2010-10-9')"
